250  10
	0	8	1	58	2	79	3	74	4	48	5	49	6	60	7	71	8	38	9	37
	0	83	1	98	2	87	3	32	4	61	5	41	6	77	7	7	8	78	9	40
	0	97	1	1	2	67	3	57	4	8	5	55	6	5	7	15	8	88	9	68
	0	91	1	50	2	46	3	74	4	93	5	42	6	100	7	45	8	97	9	97
	0	49	1	92	2	82	3	6	4	5	5	20	6	1	7	9	8	49	9	47
	0	48	1	23	2	30	3	98	4	47	5	26	6	24	7	35	8	85	9	8
	0	19	1	90	2	69	3	16	4	96	5	99	6	92	7	60	8	20	9	62
	0	32	1	77	2	60	3	80	4	21	5	38	6	6	7	38	8	52	9	57
	0	46	1	30	2	20	3	56	4	27	5	64	6	4	7	65	8	12	9	71
	0	50	1	80	2	96	3	22	4	3	5	2	6	68	7	17	8	89	9	30
	0	2	1	4	2	72	3	87	4	33	5	48	6	9	7	89	8	54	9	43
	0	90	1	97	2	18	3	48	4	41	5	17	6	60	7	96	8	18	9	12
	0	47	1	89	2	22	3	75	4	37	5	89	6	15	7	60	8	3	9	77
	0	18	1	55	2	47	3	14	4	20	5	78	6	12	7	54	8	29	9	6
	0	71	1	80	2	34	3	71	4	51	5	57	6	81	7	84	8	9	9	32
	0	66	1	82	2	92	3	30	4	94	5	92	6	16	7	9	8	73	9	68
	0	77	1	93	2	31	3	38	4	64	5	74	6	75	7	77	8	24	9	71
	0	32	1	88	2	37	3	87	4	50	5	42	6	59	7	77	8	27	9	38
	0	63	1	49	2	16	3	65	4	89	5	48	6	26	7	80	8	69	9	87
	0	91	1	28	2	98	3	41	4	3	5	86	6	69	7	5	8	29	9	90
	0	79	1	86	2	43	3	85	4	89	5	88	6	49	7	3	8	93	9	92
	0	88	1	59	2	17	3	63	4	37	5	31	6	65	7	13	8	53	9	39
	0	85	1	17	2	26	3	73	4	7	5	63	6	26	7	5	8	87	9	68
	0	71	1	97	2	70	3	100	4	52	5	98	6	22	7	96	8	88	9	74
	0	35	1	52	2	93	3	33	4	73	5	28	6	88	7	22	8	30	9	8
	0	77	1	23	2	14	3	82	4	84	5	60	6	76	7	65	8	17	9	6
	0	51	1	62	2	86	3	56	4	71	5	28	6	24	7	80	8	90	9	14
	0	68	1	99	2	99	3	67	4	93	5	42	6	45	7	38	8	26	9	61
	0	74	1	30	2	71	3	34	4	64	5	54	6	13	7	71	8	13	9	16
	0	8	1	98	2	100	3	24	4	52	5	1	6	42	7	100	8	92	9	37
	0	4	1	34	2	35	3	52	4	34	5	14	6	56	7	73	8	50	9	26
	0	4	1	43	2	73	3	90	4	79	5	28	6	99	7	96	8	8	9	17
	0	57	1	49	2	56	3	94	4	83	5	34	6	44	7	43	8	24	9	58
	0	59	1	23	2	31	3	37	4	83	5	30	6	20	7	35	8	72	9	15
	0	15	1	65	2	70	3	44	4	85	5	13	6	14	7	12	8	41	9	56
	0	9	1	36	2	79	3	61	4	35	5	7	6	56	7	7	8	33	9	69
	0	41	1	60	2	100	3	48	4	98	5	94	6	49	7	59	8	71	9	33
	0	53	1	56	2	76	3	64	4	64	5	14	6	49	7	40	8	62	9	45
	0	71	1	76	2	1	3	91	4	85	5	16	6	40	7	53	8	81	9	98
	0	84	1	43	2	99	3	77	4	58	5	70	6	91	7	62	8	15	9	90
	0	32	1	78	2	29	3	88	4	75	5	74	6	26	7	81	8	88	9	22
	0	76	1	37	2	27	3	83	4	14	5	71	6	12	7	37	8	89	9	47
	0	31	1	3	2	56	3	6	4	88	5	95	6	50	7	1	8	51	9	91
	0	10	1	2	2	83	3	2	4	50	5	3	6	61	7	85	8	89	9	46
	0	10	1	29	2	82	3	50	4	5	5	96	6	24	7	94	8	30	9	15
	0	16	1	10	2	84	3	55	4	7	5	73	6	80	7	14	8	59	9	3
	0	77	1	17	2	7	3	99	4	35	5	1	6	88	7	96	8	94	9	24
	0	80	1	92	2	2	3	41	4	74	5	97	6	60	7	20	8	53	9	2
	0	44	1	4	2	79	3	59	4	28	5	26	6	86	7	40	8	31	9	46
	0	41	1	89	2	28	3	67	4	25	5	14	6	34	7	37	8	35	9	61
	0	39	1	59	2	25	3	75	4	37	5	53	6	18	7	43	8	2	9	52
	0	67	1	66	2	88	3	21	4	54	5	18	6	58	7	29	8	42	9	75
	0	78	1	19	2	22	3	26	4	19	5	55	6	28	7	3	8	57	9	34
	0	3	1	97	2	70	3	96	4	42	5	28	6	68	7	76	8	50	9	3
	0	1	1	77	2	77	3	81	4	32	5	49	6	38	7	9	8	76	9	14
	0	15	1	27	2	43	3	76	4	97	5	31	6	24	7	88	8	25	9	53
	0	13	1	82	2	23	3	2	4	68	5	80	6	46	7	61	8	34	9	34
	0	76	1	47	2	85	3	68	4	41	5	70	6	77	7	33	8	49	9	56
	0	93	1	72	2	42	3	17	4	30	5	71	6	33	7	72	8	74	9	57
	0	72	1	73	2	47	3	33	4	50	5	77	6	24	7	96	8	46	9	61
	0	53	1	63	2	72	3	94	4	39	5	89	6	61	7	83	8	59	9	84
	0	24	1	87	2	27	3	31	4	57	5	45	6	23	7	76	8	66	9	69
	0	57	1	45	2	68	3	1	4	34	5	5	6	54	7	22	8	33	9	68
	0	48	1	91	2	29	3	16	4	85	5	14	6	4	7	91	8	85	9	96
	0	44	1	75	2	22	3	27	4	4	5	59	6	87	7	89	8	94	9	72
	0	4	1	96	2	21	3	25	4	58	5	2	6	83	7	78	8	30	9	43
	0	2	1	58	2	52	3	90	4	47	5	59	6	32	7	30	8	83	9	16
	0	6	1	11	2	32	3	45	4	21	5	8	6	58	7	64	8	55	9	1
	0	93	1	59	2	23	3	74	4	70	5	56	6	34	7	66	8	35	9	98
	0	92	1	44	2	42	3	68	4	54	5	75	6	77	7	71	8	100	9	18
	0	34	1	94	2	61	3	57	4	57	5	96	6	19	7	59	8	31	9	92
	0	79	1	10	2	57	3	49	4	71	5	80	6	67	7	88	8	31	9	12
	0	64	1	75	2	72	3	32	4	76	5	38	6	45	7	38	8	69	9	48
	0	48	1	1	2	73	3	43	4	36	5	91	6	84	7	94	8	35	9	13
	0	72	1	27	2	73	3	23	4	1	5	67	6	66	7	39	8	32	9	60
	0	31	1	82	2	79	3	80	4	25	5	14	6	30	7	48	8	11	9	49
	0	58	1	96	2	2	3	58	4	74	5	73	6	58	7	93	8	12	9	70
	0	10	1	4	2	39	3	95	4	47	5	22	6	28	7	54	8	95	9	29
	0	43	1	100	2	59	3	47	4	18	5	53	6	26	7	1	8	42	9	17
	0	34	1	54	2	59	3	38	4	62	5	18	6	69	7	81	8	1	9	74
	0	72	1	18	2	1	3	67	4	97	5	58	6	4	7	66	8	21	9	64
	0	18	1	81	2	35	3	25	4	89	5	5	6	55	7	94	8	69	9	3
	0	55	1	3	2	90	3	74	4	74	5	11	6	95	7	61	8	48	9	53
	0	87	1	67	2	28	3	96	4	90	5	40	6	19	7	19	8	44	9	91
	0	44	1	65	2	62	3	76	4	3	5	40	6	37	7	78	8	95	9	69
	0	70	1	35	2	21	3	3	4	53	5	10	6	85	7	63	8	41	9	18
	0	58	1	64	2	79	3	36	4	77	5	28	6	77	7	62	8	85	9	20
	0	62	1	9	2	49	3	39	4	28	5	46	6	98	7	41	8	66	9	18
	0	77	1	7	2	63	3	10	4	100	5	53	6	90	7	36	8	57	9	61
	0	10	1	75	2	6	3	79	4	87	5	69	6	50	7	99	8	81	9	72
	0	85	1	41	2	49	3	9	4	66	5	83	6	84	7	76	8	30	9	12
	0	83	1	100	2	72	3	2	4	5	5	44	6	60	7	28	8	63	9	5
	0	38	1	82	2	79	3	65	4	54	5	52	6	67	7	80	8	8	9	60
	0	45	1	12	2	14	3	2	4	89	5	57	6	9	7	7	8	71	9	1
	0	65	1	26	2	42	3	29	4	83	5	12	6	71	7	54	8	76	9	42
	0	32	1	46	2	59	3	19	4	1	5	76	6	23	7	25	8	20	9	12
	0	48	1	27	2	29	3	26	4	78	5	60	6	65	7	95	8	77	9	36
	0	97	1	9	2	28	3	45	4	42	5	34	6	49	7	58	8	58	9	61
	0	30	1	48	2	49	3	63	4	34	5	78	6	93	7	45	8	92	9	30
	0	92	1	32	2	97	3	78	4	14	5	59	6	87	7	15	8	51	9	40
	0	49	1	8	2	44	3	40	4	3	5	20	6	25	7	71	8	38	9	26
	0	83	1	84	2	15	3	39	4	63	5	39	6	60	7	80	8	48	9	63
	0	98	1	88	2	75	3	35	4	17	5	55	6	2	7	56	8	62	9	3
	0	20	1	89	2	89	3	77	4	62	5	84	6	29	7	92	8	82	9	24
	0	52	1	67	2	82	3	46	4	28	5	46	6	19	7	31	8	16	9	59
	0	25	1	71	2	35	3	9	4	5	5	43	6	1	7	66	8	17	9	67
	0	31	1	100	2	39	3	12	4	43	5	7	6	72	7	82	8	6	9	89
	0	46	1	2	2	28	3	94	4	12	5	71	6	77	7	39	8	56	9	76
	0	64	1	65	2	56	3	62	4	55	5	92	6	64	7	3	8	76	9	81
	0	99	1	40	2	29	3	20	4	68	5	59	6	38	7	81	8	65	9	30
	0	88	1	32	2	97	3	41	4	33	5	85	6	52	7	83	8	75	9	28
	0	9	1	84	2	50	3	59	4	42	5	80	6	69	7	24	8	80	9	90
	0	2	1	37	2	11	3	27	4	99	5	18	6	67	7	53	8	87	9	94
	0	3	1	71	2	91	3	26	4	61	5	3	6	69	7	83	8	99	9	11
	0	46	1	61	2	8	3	43	4	1	5	20	6	56	7	22	8	45	9	82
	0	25	1	4	2	71	3	31	4	37	5	81	6	93	7	87	8	88	9	97
	0	83	1	53	2	18	3	4	4	86	5	69	6	7	7	79	8	68	9	92
	0	71	1	82	2	18	3	27	4	78	5	19	6	28	7	37	8	38	9	35
	0	7	1	34	2	17	3	73	4	8	5	27	6	81	7	55	8	68	9	59
	0	79	1	68	2	4	3	82	4	12	5	75	6	3	7	46	8	52	9	84
	0	98	1	85	2	7	3	27	4	30	5	51	6	40	7	52	8	24	9	15
	0	2	1	18	2	41	3	33	4	20	5	52	6	71	7	52	8	65	9	7
	0	93	1	4	2	82	3	20	4	10	5	19	6	57	7	86	8	29	9	31
	0	56	1	60	2	58	3	94	4	66	5	77	6	27	7	99	8	11	9	60
	0	66	1	75	2	29	3	23	4	86	5	25	6	42	7	21	8	51	9	98
	0	34	1	92	2	42	3	34	4	38	5	85	6	44	7	13	8	96	9	88
	0	10	1	90	2	26	3	76	4	79	5	18	6	26	7	65	8	63	9	76
	0	1	1	37	2	13	3	48	4	74	5	51	6	43	7	41	8	38	9	86
	0	71	1	20	2	51	3	70	4	97	5	98	6	80	7	71	8	30	9	30
	0	42	1	84	2	47	3	74	4	13	5	28	6	28	7	20	8	88	9	27
	0	99	1	26	2	18	3	55	4	7	5	83	6	58	7	56	8	68	9	6
	0	6	1	83	2	89	3	36	4	3	5	2	6	47	7	83	8	37	9	61
	0	78	1	50	2	79	3	28	4	4	5	25	6	14	7	37	8	1	9	26
	0	71	1	98	2	5	3	32	4	62	5	60	6	72	7	39	8	77	9	44
	0	76	1	30	2	91	3	71	4	92	5	32	6	92	7	49	8	92	9	18
	0	34	1	16	2	78	3	65	4	61	5	27	6	97	7	74	8	71	9	53
	0	30	1	27	2	14	3	16	4	56	5	15	6	32	7	77	8	16	9	94
	0	93	1	72	2	39	3	13	4	83	5	37	6	3	7	54	8	46	9	76
	0	37	1	69	2	91	3	73	4	5	5	84	6	11	7	39	8	4	9	42
	0	72	1	51	2	78	3	76	4	80	5	21	6	38	7	38	8	21	9	6
	0	30	1	35	2	42	3	49	4	89	5	46	6	17	7	95	8	76	9	14
	0	9	1	48	2	95	3	41	4	23	5	47	6	15	7	26	8	24	9	74
	0	59	1	37	2	50	3	32	4	40	5	94	6	47	7	54	8	44	9	99
	0	15	1	25	2	87	3	66	4	26	5	34	6	13	7	6	8	74	9	84
	0	1	1	88	2	47	3	30	4	89	5	79	6	41	7	27	8	47	9	29
	0	65	1	91	2	54	3	58	4	83	5	24	6	47	7	62	8	18	9	57
	0	73	1	38	2	99	3	87	4	42	5	5	6	22	7	39	8	57	9	62
	0	80	1	71	2	96	3	15	4	46	5	93	6	46	7	67	8	51	9	81
	0	25	1	40	2	68	3	3	4	38	5	91	6	94	7	83	8	60	9	27
	0	13	1	74	2	34	3	34	4	50	5	22	6	34	7	83	8	75	9	28
	0	25	1	70	2	4	3	50	4	15	5	99	6	13	7	5	8	5	9	27
	0	54	1	53	2	54	3	24	4	39	5	75	6	21	7	14	8	52	9	90
	0	73	1	100	2	74	3	52	4	43	5	3	6	43	7	38	8	86	9	46
	0	99	1	15	2	79	3	76	4	65	5	40	6	45	7	8	8	75	9	38
	0	10	1	22	2	45	3	61	4	20	5	59	6	54	7	22	8	66	9	90
	0	72	1	53	2	14	3	56	4	64	5	37	6	23	7	1	8	48	9	17
	0	1	1	53	2	81	3	67	4	38	5	15	6	24	7	87	8	3	9	74
	0	78	1	66	2	14	3	52	4	19	5	4	6	96	7	36	8	58	9	12
	0	99	1	75	2	12	3	6	4	43	5	34	6	63	7	78	8	6	9	25
	0	27	1	20	2	67	3	79	4	77	5	2	6	79	7	10	8	87	9	65
	0	43	1	93	2	91	3	62	4	77	5	57	6	60	7	54	8	35	9	60
	0	67	1	62	2	99	3	13	4	78	5	10	6	54	7	37	8	76	9	26
	0	32	1	9	2	42	3	83	4	53	5	10	6	13	7	89	8	38	9	75
	0	8	1	72	2	47	3	25	4	100	5	3	6	68	7	15	8	53	9	61
	0	73	1	53	2	69	3	44	4	6	5	34	6	19	7	54	8	73	9	32
	0	25	1	33	2	47	3	26	4	47	5	19	6	13	7	50	8	86	9	49
	0	8	1	12	2	84	3	34	4	35	5	93	6	14	7	66	8	62	9	46
	0	74	1	52	2	30	3	47	4	21	5	79	6	16	7	62	8	30	9	52
	0	57	1	50	2	52	3	51	4	7	5	88	6	93	7	17	8	83	9	13
	0	63	1	56	2	39	3	12	4	57	5	5	6	55	7	88	8	62	9	31
	0	44	1	7	2	96	3	28	4	7	5	90	6	48	7	41	8	85	9	7
	0	54	1	44	2	99	3	86	4	22	5	37	6	75	7	48	8	25	9	45
	0	80	1	30	2	81	3	32	4	39	5	55	6	17	7	63	8	91	9	59
	0	91	1	79	2	6	3	92	4	89	5	71	6	91	7	45	8	50	9	54
	0	25	1	69	2	74	3	97	4	23	5	100	6	19	7	46	8	21	9	96
	0	85	1	45	2	7	3	45	4	48	5	55	6	76	7	10	8	97	9	14
	0	58	1	24	2	71	3	93	4	46	5	39	6	16	7	35	8	47	9	87
	0	93	1	96	2	5	3	35	4	23	5	7	6	87	7	15	8	46	9	37
	0	23	1	62	2	9	3	35	4	47	5	15	6	42	7	50	8	73	9	36
	0	75	1	90	2	5	3	64	4	92	5	55	6	73	7	20	8	35	9	54
	0	27	1	7	2	15	3	94	4	55	5	85	6	78	7	92	8	79	9	18
	0	28	1	70	2	68	3	15	4	28	5	13	6	67	7	14	8	11	9	98
	0	12	1	79	2	77	3	49	4	14	5	22	6	62	7	52	8	1	9	49
	0	2	1	37	2	65	3	8	4	26	5	27	6	59	7	84	8	60	9	100
	0	23	1	61	2	10	3	6	4	50	5	63	6	70	7	50	8	17	9	26
	0	74	1	29	2	33	3	77	4	71	5	78	6	98	7	7	8	12	9	71
