350  50
	0	41	1	12	2	52	3	59	4	47	5	92	6	18	7	70	8	68	9	69	10	8	11	67	12	49	13	18	14	64	15	80	16	83	17	92	18	94	19	34	20	28	21	100	22	6	23	64	24	60	25	27	26	48	27	100	28	13	29	24	30	11	31	39	32	18	33	42	34	25	35	13	36	35	37	76	38	55	39	4	40	35	41	59	42	66	43	88	44	1	45	6	46	34	47	93	48	29	49	1
	0	1	1	12	2	51	3	94	4	10	5	93	6	31	7	30	8	80	9	14	10	86	11	29	12	83	13	9	14	35	15	5	16	44	17	90	18	91	19	84	20	94	21	99	22	32	23	42	24	13	25	78	26	29	27	9	28	66	29	45	30	17	31	77	32	17	33	99	34	21	35	23	36	68	37	5	38	90	39	37	40	57	41	43	42	3	43	10	44	18	45	96	46	28	47	21	48	89	49	23
	0	73	1	31	2	8	3	52	4	43	5	81	6	48	7	75	8	6	9	32	10	71	11	33	12	19	13	15	14	2	15	24	16	67	17	65	18	69	19	82	20	33	21	63	22	32	23	93	24	85	25	11	26	20	27	52	28	54	29	8	30	46	31	85	32	30	33	11	34	53	35	79	36	25	37	88	38	31	39	6	40	51	41	7	42	94	43	16	44	27	45	10	46	21	47	54	48	13	49	79
	0	83	1	19	2	25	3	72	4	16	5	60	6	100	7	1	8	24	9	96	10	88	11	89	12	11	13	87	14	10	15	95	16	66	17	7	18	2	19	31	20	75	21	84	22	28	23	91	24	13	25	20	26	53	27	61	28	48	29	95	30	78	31	97	32	66	33	26	34	1	35	80	36	79	37	29	38	57	39	78	40	1	41	10	42	29	43	86	44	86	45	82	46	54	47	29	48	69	49	77
	0	70	1	26	2	54	3	16	4	47	5	68	6	38	7	33	8	28	9	64	10	65	11	94	12	77	13	30	14	55	15	26	16	69	17	56	18	49	19	74	20	15	21	63	22	50	23	40	24	93	25	24	26	81	27	59	28	1	29	36	30	65	31	46	32	96	33	41	34	1	35	93	36	61	37	51	38	12	39	10	40	6	41	21	42	60	43	33	44	19	45	64	46	70	47	58	48	3	49	19
	0	10	1	58	2	76	3	6	4	8	5	96	6	18	7	29	8	16	9	46	10	81	11	16	12	40	13	82	14	16	15	97	16	3	17	100	18	71	19	77	20	10	21	66	22	59	23	35	24	31	25	38	26	10	27	63	28	13	29	73	30	51	31	40	32	5	33	33	34	88	35	84	36	41	37	51	38	63	39	30	40	15	41	11	42	23	43	45	44	64	45	71	46	37	47	67	48	7	49	6
	0	23	1	10	2	43	3	84	4	81	5	7	6	83	7	70	8	49	9	65	10	71	11	38	12	30	13	42	14	35	15	40	16	44	17	98	18	49	19	45	20	5	21	54	22	14	23	63	24	49	25	77	26	88	27	9	28	37	29	73	30	19	31	74	32	7	33	40	34	50	35	7	36	84	37	44	38	29	39	31	40	33	41	87	42	12	43	31	44	28	45	99	46	59	47	9	48	81	49	77
	0	65	1	79	2	44	3	33	4	53	5	47	6	80	7	41	8	49	9	9	10	62	11	90	12	100	13	52	14	59	15	86	16	8	17	47	18	4	19	52	20	89	21	62	22	53	23	22	24	87	25	48	26	1	27	37	28	93	29	59	30	84	31	78	32	56	33	20	34	98	35	100	36	82	37	48	38	27	39	42	40	63	41	97	42	31	43	45	44	71	45	80	46	61	47	91	48	22	49	74
	0	93	1	39	2	92	3	42	4	96	5	38	6	30	7	95	8	78	9	32	10	11	11	99	12	81	13	83	14	19	15	97	16	6	17	88	18	59	19	90	20	100	21	64	22	30	23	13	24	31	25	16	26	9	27	85	28	38	29	26	30	32	31	29	32	27	33	15	34	75	35	91	36	41	37	83	38	59	39	97	40	57	41	15	42	45	43	26	44	47	45	100	46	86	47	6	48	29	49	33
	0	49	1	38	2	3	3	66	4	35	5	11	6	22	7	33	8	52	9	83	10	64	11	87	12	12	13	10	14	99	15	91	16	81	17	66	18	68	19	79	20	73	21	87	22	7	23	64	24	85	25	27	26	2	27	64	28	21	29	5	30	47	31	72	32	25	33	93	34	37	35	83	36	44	37	60	38	31	39	77	40	91	41	82	42	54	43	99	44	68	45	85	46	27	47	81	48	62	49	64
