250  30
	0	92	1	39	2	46	3	35	4	43	5	73	6	82	7	25	8	38	9	36	10	41	11	25	12	62	13	21	14	67	15	89	16	32	17	7	18	22	19	89	20	2	21	12	22	10	23	19	24	27	25	36	26	8	27	81	28	47	29	83
	0	44	1	92	2	57	3	47	4	49	5	71	6	82	7	96	8	67	9	89	10	80	11	6	12	91	13	96	14	23	15	98	16	76	17	67	18	50	19	2	20	27	21	10	22	81	23	50	24	84	25	45	26	27	27	66	28	30	29	45
	0	60	1	4	2	17	3	88	4	6	5	57	6	65	7	75	8	83	9	38	10	92	11	99	12	93	13	99	14	82	15	87	16	50	17	50	18	79	19	24	20	96	21	80	22	95	23	62	24	28	25	7	26	41	27	53	28	61	29	98
	0	36	1	57	2	74	3	44	4	54	5	35	6	34	7	72	8	96	9	96	10	84	11	32	12	17	13	95	14	48	15	4	16	40	17	66	18	77	19	90	20	29	21	61	22	52	23	2	24	11	25	20	26	12	27	61	28	63	29	92
	0	66	1	54	2	12	3	88	4	29	5	37	6	7	7	20	8	64	9	60	10	66	11	88	12	34	13	53	14	97	15	87	16	97	17	22	18	63	19	56	20	99	21	20	22	25	23	2	24	37	25	92	26	85	27	63	28	7	29	29
	0	29	1	89	2	60	3	67	4	14	5	58	6	22	7	4	8	71	9	58	10	57	11	51	12	16	13	4	14	87	15	12	16	83	17	67	18	77	19	70	20	16	21	28	22	66	23	30	24	7	25	100	26	1	27	37	28	44	29	69
	0	99	1	70	2	12	3	46	4	46	5	84	6	69	7	41	8	6	9	56	10	86	11	89	12	4	13	41	14	12	15	99	16	7	17	62	18	20	19	100	20	7	21	76	22	39	23	7	24	86	25	2	26	66	27	34	28	27	29	90
	0	38	1	19	2	79	3	80	4	79	5	43	6	9	7	69	8	76	9	63	10	94	11	93	12	38	13	82	14	29	15	90	16	36	17	29	18	63	19	93	20	49	21	29	22	86	23	86	24	38	25	69	26	26	27	3	28	35	29	11
	0	31	1	68	2	35	3	97	4	46	5	92	6	95	7	37	8	17	9	96	10	2	11	100	12	57	13	2	14	58	15	29	16	88	17	19	18	94	19	53	20	34	21	35	22	7	23	73	24	99	25	57	26	91	27	41	28	9	29	94
	0	92	1	62	2	60	3	50	4	24	5	85	6	9	7	83	8	19	9	59	10	19	11	57	12	85	13	79	14	22	15	63	16	24	17	52	18	74	19	18	20	8	21	30	22	6	23	56	24	26	25	28	26	14	27	62	28	46	29	1
