150  30
	0	30	1	44	2	73	3	38	4	57	5	52	6	1	7	2	8	37	9	41	10	56	11	42	12	65	13	12	14	16	15	16	16	24	17	7	18	39	19	16	20	93	21	74	22	23	23	11	24	50	25	68	26	64	27	27	28	77	29	54
	0	94	1	91	2	87	3	87	4	56	5	97	6	2	7	96	8	46	9	39	10	66	11	97	12	14	13	43	14	66	15	90	16	28	17	2	18	2	19	50	20	27	21	60	22	23	23	90	24	21	25	37	26	12	27	64	28	20	29	70
	0	10	1	44	2	83	3	9	4	96	5	79	6	40	7	19	8	54	9	29	10	17	11	42	12	17	13	21	14	64	15	40	16	58	17	88	18	74	19	30	20	55	21	69	22	40	23	61	24	73	25	83	26	87	27	9	28	34	29	29
	0	68	1	83	2	47	3	41	4	34	5	75	6	48	7	18	8	96	9	96	10	58	11	16	12	37	13	66	14	52	15	48	16	64	17	71	18	23	19	55	20	86	21	96	22	45	23	24	24	67	25	93	26	100	27	72	28	97	29	50
	0	23	1	37	2	59	3	61	4	56	5	19	6	7	7	28	8	31	9	76	10	77	11	33	12	29	13	76	14	88	15	54	16	75	17	40	18	8	19	39	20	63	21	42	22	2	23	34	24	32	25	51	26	78	27	44	28	29	29	25
	0	88	1	73	2	33	3	87	4	78	5	64	6	25	7	54	8	70	9	48	10	28	11	4	12	20	13	50	14	56	15	81	16	7	17	40	18	36	19	83	20	22	21	12	22	2	23	99	24	71	25	18	26	73	27	64	28	24	29	14
	0	58	1	64	2	52	3	80	4	60	5	5	6	42	7	17	8	60	9	24	10	99	11	52	12	16	13	28	14	45	15	81	16	94	17	51	18	93	19	45	20	30	21	92	22	64	23	21	24	82	25	80	26	47	27	60	28	17	29	53
	0	43	1	21	2	53	3	62	4	39	5	62	6	47	7	43	8	2	9	8	10	91	11	9	12	78	13	98	14	67	15	51	16	52	17	74	18	71	19	60	20	100	21	78	22	98	23	8	24	27	25	60	26	68	27	42	28	93	29	12
	0	9	1	83	2	51	3	94	4	52	5	42	6	59	7	100	8	83	9	81	10	39	11	89	12	67	13	89	14	99	15	82	16	52	17	52	18	28	19	91	20	85	21	33	22	40	23	41	24	26	25	98	26	34	27	89	28	42	29	39
	0	80	1	65	2	92	3	97	4	51	5	77	6	62	7	81	8	77	9	63	10	1	11	25	12	71	13	76	14	56	15	47	16	62	17	39	18	33	19	87	20	39	21	9	22	2	23	48	24	83	25	22	26	45	27	56	28	43	29	32
	0	9	1	31	2	86	3	48	4	1	5	15	6	27	7	29	8	62	9	5	10	18	11	9	12	80	13	6	14	45	15	50	16	48	17	66	18	73	19	44	20	69	21	90	22	37	23	16	24	62	25	30	26	58	27	98	28	32	29	3
	0	44	1	76	2	94	3	77	4	97	5	31	6	69	7	32	8	46	9	21	10	100	11	95	12	64	13	85	14	46	15	84	16	43	17	55	18	52	19	33	20	48	21	9	22	15	23	68	24	55	25	17	26	72	27	62	28	50	29	36
	0	8	1	86	2	58	3	72	4	40	5	39	6	7	7	20	8	21	9	21	10	57	11	40	12	93	13	79	14	54	15	28	16	66	17	43	18	79	19	99	20	99	21	33	22	10	23	88	24	20	25	8	26	8	27	32	28	12	29	73
	0	3	1	93	2	42	3	78	4	43	5	36	6	14	7	79	8	19	9	64	10	81	11	31	12	93	13	86	14	32	15	41	16	86	17	63	18	56	19	96	20	1	21	55	22	38	23	57	24	90	25	71	26	29	27	73	28	97	29	91
	0	30	1	46	2	19	3	14	4	45	5	79	6	87	7	47	8	1	9	62	10	42	11	48	12	65	13	88	14	70	15	73	16	76	17	13	18	16	19	6	20	77	21	80	22	87	23	60	24	39	25	94	26	26	27	90	28	83	29	100
