150  50
	0	4	1	50	2	58	3	39	4	36	5	42	6	8	7	2	8	7	9	51	10	54	11	44	12	14	13	43	14	71	15	63	16	34	17	7	18	78	19	63	20	48	21	27	22	24	23	30	24	23	25	1	26	37	27	66	28	72	29	72	30	18	31	96	32	82	33	55	34	27	35	100	36	67	37	73	38	100	39	44	40	12	41	38	42	96	43	1	44	97	45	32	46	57	47	4	48	13	49	87
	0	33	1	52	2	32	3	55	4	4	5	71	6	67	7	30	8	98	9	6	10	47	11	55	12	98	13	79	14	2	15	22	16	72	17	63	18	5	19	62	20	81	21	31	22	45	23	74	24	45	25	1	26	17	27	37	28	63	29	80	30	46	31	5	32	36	33	66	34	90	35	93	36	24	37	79	38	89	39	85	40	39	41	18	42	50	43	27	44	58	45	72	46	85	47	96	48	6	49	28
	0	51	1	50	2	42	3	53	4	44	5	93	6	54	7	43	8	61	9	28	10	38	11	74	12	25	13	69	14	15	15	91	16	32	17	31	18	28	19	13	20	77	21	35	22	4	23	58	24	53	25	85	26	78	27	100	28	49	29	100	30	24	31	14	32	76	33	28	34	31	35	90	36	94	37	53	38	9	39	90	40	36	41	80	42	39	43	5	44	42	45	64	46	83	47	24	48	41	49	13
	0	19	1	23	2	62	3	80	4	68	5	49	6	48	7	28	8	41	9	27	10	5	11	31	12	6	13	51	14	22	15	40	16	53	17	10	18	25	19	41	20	26	21	72	22	70	23	68	24	29	25	33	26	80	27	52	28	35	29	78	30	67	31	33	32	55	33	46	34	22	35	43	36	42	37	73	38	49	39	58	40	42	41	58	42	61	43	64	44	13	45	83	46	99	47	82	48	74	49	70
	0	11	1	70	2	58	3	80	4	11	5	69	6	82	7	56	8	20	9	71	10	49	11	80	12	32	13	36	14	56	15	9	16	81	17	76	18	69	19	82	20	88	21	78	22	82	23	37	24	20	25	50	26	90	27	69	28	90	29	100	30	14	31	18	32	74	33	79	34	88	35	71	36	27	37	62	38	77	39	13	40	37	41	36	42	85	43	72	44	28	45	22	46	97	47	28	48	4	49	56
	0	22	1	87	2	18	3	91	4	70	5	44	6	79	7	18	8	62	9	83	10	48	11	93	12	54	13	89	14	78	15	33	16	32	17	64	18	6	19	26	20	2	21	79	22	3	23	36	24	88	25	8	26	18	27	38	28	11	29	10	30	7	31	86	32	10	33	67	34	14	35	5	36	21	37	1	38	33	39	72	40	41	41	11	42	93	43	11	44	31	45	7	46	34	47	26	48	41	49	43
	0	58	1	43	2	52	3	71	4	82	5	42	6	82	7	57	8	34	9	86	10	90	11	46	12	48	13	98	14	74	15	62	16	69	17	25	18	62	19	69	20	69	21	93	22	19	23	55	24	20	25	55	26	40	27	87	28	100	29	76	30	95	31	58	32	11	33	97	34	31	35	43	36	37	37	96	38	78	39	3	40	78	41	18	42	83	43	22	44	30	45	50	46	88	47	78	48	98	49	62
	0	24	1	47	2	72	3	38	4	71	5	29	6	92	7	79	8	35	9	30	10	76	11	28	12	10	13	20	14	15	15	72	16	51	17	89	18	24	19	19	20	67	21	41	22	25	23	38	24	97	25	10	26	3	27	24	28	57	29	83	30	35	31	25	32	47	33	73	34	22	35	42	36	56	37	63	38	41	39	87	40	25	41	30	42	10	43	54	44	34	45	6	46	39	47	55	48	30	49	42
	0	95	1	10	2	24	3	85	4	18	5	2	6	96	7	70	8	61	9	31	10	21	11	13	12	35	13	27	14	79	15	24	16	92	17	16	18	15	19	1	20	72	21	36	22	80	23	66	24	94	25	54	26	47	27	57	28	74	29	33	30	96	31	74	32	97	33	41	34	6	35	58	36	71	37	16	38	4	39	54	40	44	41	7	42	52	43	64	44	73	45	81	46	77	47	17	48	53	49	46
	0	72	1	98	2	58	3	33	4	26	5	10	6	64	7	52	8	63	9	77	10	31	11	95	12	82	13	96	14	74	15	64	16	55	17	100	18	68	19	38	20	1	21	100	22	39	23	18	24	55	25	98	26	46	27	3	28	4	29	8	30	70	31	97	32	33	33	27	34	45	35	37	36	49	37	20	38	5	39	100	40	28	41	34	42	39	43	34	44	33	45	58	46	62	47	6	48	92	49	66
